,Place,Term,Suffix,First_Letter,First_Two_Letter,First_Three_Letter,First_Four_Letter,Last_Letter,Last_Two_Letter,Last_Three_Letter,Last_Four_Letter,First_Letter_Type,Last_Letter_Type,Length,Second_Letter,Second_Letter_Type,Third_Letter,Third_Letter_Type,Fourth_Letter,Fourth_Letter_Type,Second_Last_Letter,Second_Last_Letter_Type,Third_Last_Letter,Third_Last_Letter_Type,Fourth_Last_Letter,Fourth_Last_Letter_Type
3798,Sunchon,Sunchonites,ites,S,Su,Sun,Sunc,n,on,hon,chon,consanent,consanent,7,u,vowel,n,consanent,c,consanent,o,vowel,h,consanent,c,consanent
3799,Sunderland,Sunderlander,er,S,Su,Sun,Sund,d,nd,and,land,consanent,consanent,10,u,vowel,n,consanent,d,consanent,n,consanent,a,vowel,l,consanent
3800,Sundsvall,Sundsvallians,ians,S,Su,Sun,Sund,l,ll,all,vall,consanent,consanent,9,u,vowel,n,consanent,d,consanent,l,consanent,a,vowel,v,consanent
3801,Sunyani,Sunyanians,ans,S,Su,Sun,Suny,i,ni,ani,yani,consanent,vowel,7,u,vowel,n,consanent,y,consanent,n,consanent,a,vowel,y,consanent
3802,Suphan Buri,Suphan Burians,ans,S,Su,Sup,Suph,i,ri,uri,Buri,consanent,vowel,11,u,vowel,p,consanent,h,consanent,r,consanent,u,vowel,B,consanent
3803,Suqian,Suqianer,er,S,Su,Suq,Suqi,n,an,ian,qian,consanent,consanent,6,u,vowel,q,consanent,i,vowel,a,vowel,i,vowel,q,consanent
3804,Surabaya,Surabayans,ns,S,Su,Sur,Sura,a,ya,aya,baya,consanent,vowel,8,u,vowel,r,consanent,a,vowel,y,consanent,a,vowel,b,consanent
3805,Surany,Suranyans,ans,S,Su,Sur,Sura,y,ny,any,rany,consanent,consanent,6,u,vowel,r,consanent,a,vowel,n,consanent,a,vowel,r,consanent
3806,Surat,Surati,i,S,Su,Sur,Sura,t,at,rat,urat,consanent,consanent,5,u,vowel,r,consanent,a,vowel,a,vowel,r,consanent,u,vowel
3807,Surat Thani,Surat Thanians,ans,S,Su,Sur,Sura,i,ni,ani,hani,consanent,vowel,11,u,vowel,r,consanent,a,vowel,n,consanent,a,vowel,h,consanent
3808,Surin,Surinians,ians,S,Su,Sur,Suri,n,in,rin,urin,consanent,consanent,5,u,vowel,r,consanent,i,vowel,i,vowel,r,consanent,u,vowel
3809,Suure-Jaani,Suure-Jaaniens,ens,S,Su,Suu,Suur,i,ni,ani,aani,consanent,vowel,11,u,vowel,u,vowel,r,consanent,n,consanent,a,vowel,a,vowel
3810,Suwon,Suwonites,ites,S,Su,Suw,Suwo,n,on,won,uwon,consanent,consanent,5,u,vowel,w,consanent,o,vowel,o,vowel,w,consanent,u,vowel
3811,Suzak,Suzakans,ans,S,Su,Suz,Suza,k,ak,zak,uzak,consanent,consanent,5,u,vowel,z,consanent,a,vowel,a,vowel,z,consanent,u,vowel
3812,Suzhou,Suzhouer,er,S,Su,Suz,Suzh,u,ou,hou,zhou,consanent,vowel,6,u,vowel,z,consanent,h,consanent,o,vowel,h,consanent,z,consanent
3813,Svendborg,Svendborgers,ers,S,Sv,Sve,Sven,g,rg,org,borg,consanent,consanent,9,v,consanent,e,vowel,n,consanent,r,consanent,o,vowel,b,consanent
3814,Svetlahorsk,Svetlahorskians,ians,S,Sv,Sve,Svet,k,sk,rsk,orsk,consanent,consanent,11,v,consanent,e,vowel,t,consanent,s,consanent,r,consanent,o,vowel
3815,Svetlogorsk,Svetlogorskians,ians,S,Sv,Sve,Svet,k,sk,rsk,orsk,consanent,consanent,11,v,consanent,e,vowel,t,consanent,s,consanent,r,consanent,o,vowel
3816,Svidnik,Svidnikans,ans,S,Sv,Svi,Svid,k,ik,nik,dnik,consanent,consanent,7,v,consanent,i,vowel,d,consanent,i,vowel,n,consanent,d,consanent
3817,Swakopmund,Swakopmunders,ers,S,Sw,Swa,Swak,d,nd,und,mund,consanent,consanent,10,w,consanent,a,vowel,k,consanent,n,consanent,u,vowel,m,consanent
3818,Swansea,Swansean,n,S,Sw,Swa,Swan,a,ea,sea,nsea,consanent,vowel,7,w,consanent,a,vowel,n,consanent,e,vowel,s,consanent,n,consanent
3819,Swat,Swati,i,S,Sw,Swa,Swat,t,at,wat,Swat,consanent,consanent,4,w,consanent,a,vowel,t,consanent,a,vowel,w,consanent,S,consanent
3820,Swetes,Swetesians,ians,S,Sw,Swe,Swet,s,es,tes,etes,consanent,consanent,6,w,consanent,e,vowel,t,consanent,e,vowel,t,consanent,e,vowel
3821,Swetes Village,Swetes Villagers,rs,S,Sw,Swe,Swet,e,ge,age,lage,consanent,vowel,14,w,consanent,e,vowel,t,consanent,g,consanent,a,vowel,l,consanent
3822,Swieqi,Swieqin,n,S,Sw,Swi,Swie,i,qi,eqi,ieqi,consanent,vowel,6,w,consanent,i,vowel,e,vowel,q,consanent,e,vowel,i,vowel
3823,Swindon,Swindonian,ian,S,Sw,Swi,Swin,n,on,don,ndon,consanent,consanent,7,w,consanent,i,vowel,n,consanent,o,vowel,d,consanent,n,consanent
3824,Syddjurs,Syddjursers,ers,S,Sy,Syd,Sydd,s,rs,urs,jurs,consanent,consanent,8,y,consanent,d,consanent,d,consanent,r,consanent,u,vowel,j,consanent
3825,Syktyvkar,Syktyvkarians,ians,S,Sy,Syk,Sykt,r,ar,kar,vkar,consanent,consanent,9,y,consanent,k,consanent,t,consanent,a,vowel,k,consanent,v,consanent
3826,Sylhet,Sylheti,i,S,Sy,Syl,Sylh,t,et,het,lhet,consanent,consanent,6,y,consanent,l,consanent,h,consanent,e,vowel,h,consanent,l,consanent
3827,Syunik,Syuniki,i,S,Sy,Syu,Syun,k,ik,nik,unik,consanent,consanent,6,y,consanent,u,vowel,n,consanent,i,vowel,n,consanent,u,vowel
3828,Szarvas,Szarvasi,i,S,Sz,Sza,Szar,s,as,vas,rvas,consanent,consanent,7,z,consanent,a,vowel,r,consanent,a,vowel,v,consanent,r,consanent
3829,Szczecin,Szczecinians,ians,S,Sz,Szc,Szcz,n,in,cin,ecin,consanent,consanent,8,z,consanent,c,consanent,z,consanent,i,vowel,c,consanent,e,vowel
3830,Szeged,Szegedi,i,S,Sz,Sze,Szeg,d,ed,ged,eged,consanent,consanent,6,z,consanent,e,vowel,g,consanent,e,vowel,g,consanent,e,vowel
3831,Szekesfehervar,Szekesfehervari,i,S,Sz,Sze,Szek,r,ar,var,rvar,consanent,consanent,14,z,consanent,e,vowel,k,consanent,a,vowel,v,consanent,r,consanent
3832,Szekszard,Szekszardi,i,S,Sz,Sze,Szek,d,rd,ard,zard,consanent,consanent,9,z,consanent,e,vowel,k,consanent,r,consanent,a,vowel,z,consanent
3833,Szentendre,Szentendrei,i,S,Sz,Sze,Szen,e,re,dre,ndre,consanent,vowel,10,z,consanent,e,vowel,n,consanent,r,consanent,d,consanent,n,consanent
3834,Szentes,Szentesi,i,S,Sz,Sze,Szen,s,es,tes,ntes,consanent,consanent,7,z,consanent,e,vowel,n,consanent,e,vowel,t,consanent,n,consanent
3835,Szigetszentmiklos,Szigetszentmiklosi,i,S,Sz,Szi,Szig,s,os,los,klos,consanent,consanent,17,z,consanent,i,vowel,g,consanent,o,vowel,l,consanent,k,consanent
3836,Szolnok,Szolnoki,i,S,Sz,Szo,Szol,k,ok,nok,lnok,consanent,consanent,7,z,consanent,o,vowel,l,consanent,o,vowel,n,consanent,l,consanent
3837,Szombathely,Szombathelyi,i,S,Sz,Szo,Szom,y,ly,ely,hely,consanent,consanent,11,z,consanent,o,vowel,m,consanent,l,consanent,e,vowel,h,consanent
3838,Ta’ Xbiex,Ta’ Xbiexin,in,T,Ta,Ta’,Ta’ ,x,ex,iex,biex,consanent,consanent,9,a,vowel,’,consanent, ,consanent,e,vowel,i,vowel,b,consanent
3839,Taastrup,Taastrupers,ers,T,Ta,Taa,Taas,p,up,rup,trup,consanent,consanent,8,a,vowel,a,vowel,s,consanent,u,vowel,r,consanent,t,consanent
3840,Tabasalu,Tabasaluans,ans,T,Ta,Tab,Taba,u,lu,alu,salu,consanent,vowel,8,a,vowel,b,consanent,a,vowel,l,consanent,a,vowel,s,consanent
3841,Tabligbo,Tabligbois,is,T,Ta,Tab,Tabl,o,bo,gbo,igbo,consanent,vowel,8,a,vowel,b,consanent,l,consanent,b,consanent,g,consanent,i,vowel
3842,Tabora,Taborans,ns,T,Ta,Tab,Tabo,a,ra,ora,bora,consanent,vowel,6,a,vowel,b,consanent,o,vowel,r,consanent,o,vowel,b,consanent
3843,Taboshar,Taboshari,i,T,Ta,Tab,Tabo,r,ar,har,shar,consanent,consanent,8,a,vowel,b,consanent,o,vowel,a,vowel,h,consanent,s,consanent
3844,Tabriz,Tabrizi,i,T,Ta,Tab,Tabr,z,iz,riz,briz,consanent,consanent,6,a,vowel,b,consanent,r,consanent,i,vowel,r,consanent,b,consanent
3845,Tabuk,Tabukis,is,T,Ta,Tab,Tabu,k,uk,buk,abuk,consanent,consanent,5,a,vowel,b,consanent,u,vowel,u,vowel,b,consanent,a,vowel
3846,Tachileik,Tachileikans,ans,T,Ta,Tac,Tach,k,ik,eik,leik,consanent,consanent,9,a,vowel,c,consanent,h,consanent,i,vowel,e,vowel,l,consanent
3847,Tacoma,Tacomaites,ites,T,Ta,Tac,Taco,a,ma,oma,coma,consanent,vowel,6,a,vowel,c,consanent,o,vowel,m,consanent,o,vowel,c,consanent
3848,Tadjoura,Tadjourans,ns,T,Ta,Tad,Tadj,a,ra,ura,oura,consanent,vowel,8,a,vowel,d,consanent,j,consanent,r,consanent,u,vowel,o,vowel
3849,Tadjourah,Tadjourahians,ians,T,Ta,Tad,Tadj,h,ah,rah,urah,consanent,consanent,9,a,vowel,d,consanent,j,consanent,a,vowel,r,consanent,u,vowel
3850,Tagab,Tagabi,i,T,Ta,Tag,Taga,b,ab,gab,agab,consanent,consanent,5,a,vowel,g,consanent,a,vowel,a,vowel,g,consanent,a,vowel
3851,Tagaytay,Tagaytayans,ans,T,Ta,Tag,Taga,y,ay,tay,ytay,consanent,consanent,8,a,vowel,g,consanent,a,vowel,a,vowel,t,consanent,y,consanent
3852,Tai'an,Tai'aner,er,T,Ta,Tai,Tai',n,an,'an,i'an,consanent,consanent,6,a,vowel,i,vowel,',consanent,a,vowel,',consanent,i,vowel
3853,Taif,Taifis,is,T,Ta,Tai,Taif,f,if,aif,Taif,consanent,consanent,4,a,vowel,i,vowel,f,consanent,i,vowel,a,vowel,T,consanent
3854,Taiping,Taipingans,ans,T,Ta,Tai,Taip,g,ng,ing,ping,consanent,consanent,7,a,vowel,i,vowel,p,consanent,n,consanent,i,vowel,p,consanent
3855,Taita Taveta,Taita Tavetans,ns,T,Ta,Tai,Tait,a,ta,eta,veta,consanent,vowel,12,a,vowel,i,vowel,t,consanent,t,consanent,e,vowel,v,consanent
3856,Taiyuan,Taiyuanese,ese,T,Ta,Tai,Taiy,n,an,uan,yuan,consanent,consanent,7,a,vowel,i,vowel,y,consanent,a,vowel,u,vowel,y,consanent
3857,Ta'izz,Ta'izzi,i,T,Ta,Ta',Ta'i,z,zz,izz,'izz,consanent,consanent,6,a,vowel,',consanent,i,vowel,z,consanent,i,vowel,',consanent
3858,Tak,Takians,ians,T,Ta,Tak,Tak,k,ak,Tak,k,consanent,consanent,3,a,vowel,k,consanent,,,a,vowel,T,consanent,,
3859,Takamatsu,Takamatsuns,ns,T,Ta,Tak,Taka,u,su,tsu,atsu,consanent,vowel,9,a,vowel,k,consanent,a,vowel,s,consanent,t,consanent,a,vowel
3860,Takarazuka,Takarazukans,ns,T,Ta,Tak,Taka,a,ka,uka,zuka,consanent,vowel,10,a,vowel,k,consanent,a,vowel,k,consanent,u,vowel,z,consanent
3861,Takasaki,Takasakians,ans,T,Ta,Tak,Taka,i,ki,aki,saki,consanent,vowel,8,a,vowel,k,consanent,a,vowel,k,consanent,a,vowel,s,consanent
3862,Takayama,Takayamans,ns,T,Ta,Tak,Taka,a,ma,ama,yama,consanent,vowel,8,a,vowel,k,consanent,a,vowel,m,consanent,a,vowel,y,consanent
3863,Takhar,Takharis,is,T,Ta,Tak,Takh,r,ar,har,khar,consanent,consanent,6,a,vowel,k,consanent,h,consanent,a,vowel,h,consanent,k,consanent
3864,Talagang,Talagangi,i,T,Ta,Tal,Tala,g,ng,ang,gang,consanent,consanent,8,a,vowel,l,consanent,a,vowel,n,consanent,a,vowel,g,consanent
3865,Talas,Talasites,ites,T,Ta,Tal,Tala,s,as,las,alas,consanent,consanent,5,a,vowel,l,consanent,a,vowel,a,vowel,l,consanent,a,vowel
3866,Talcahuano,Talcahuanoenses,enses,T,Ta,Tal,Talc,o,no,ano,uano,consanent,vowel,10,a,vowel,l,consanent,c,consanent,n,consanent,a,vowel,u,vowel
3867,Tallinn,Tallinners,ers,T,Ta,Tal,Tall,n,nn,inn,linn,consanent,consanent,7,a,vowel,l,consanent,l,consanent,n,consanent,i,vowel,l,consanent
3868,Taloqan,Taloqani,i,T,Ta,Tal,Talo,n,an,qan,oqan,consanent,consanent,7,a,vowel,l,consanent,o,vowel,a,vowel,q,consanent,o,vowel
3869,Talsi,Talsians,ans,T,Ta,Tal,Tals,i,si,lsi,alsi,consanent,vowel,5,a,vowel,l,consanent,s,consanent,s,consanent,l,consanent,a,vowel
3870,Taluqan,Taluqani,i,T,Ta,Tal,Talu,n,an,qan,uqan,consanent,consanent,7,a,vowel,l,consanent,u,vowel,a,vowel,q,consanent,u,vowel
3871,Tam Ky,Tam Kyans,ans,T,Ta,Tam,Tam ,y,Ky, Ky,m Ky,consanent,consanent,6,a,vowel,m,consanent, ,consanent,K,consanent, ,consanent,m,consanent
3872,Tamale,Tamaleans,ans,T,Ta,Tam,Tama,e,le,ale,male,consanent,vowel,6,a,vowel,m,consanent,a,vowel,l,consanent,a,vowel,m,consanent
3873,Tamanrasset,Tamanrassetiens,iens,T,Ta,Tam,Tama,t,et,set,sset,consanent,consanent,11,a,vowel,m,consanent,a,vowel,e,vowel,s,consanent,s,consanent
3874,Tamarin,Tamarinois,ois,T,Ta,Tam,Tama,n,in,rin,arin,consanent,consanent,7,a,vowel,m,consanent,a,vowel,i,vowel,r,consanent,a,vowel
3875,Tambacounda,Tambacoundais,is,T,Ta,Tam,Tamb,a,da,nda,unda,consanent,vowel,11,a,vowel,m,consanent,b,consanent,d,consanent,n,consanent,u,vowel
3876,Tambov,Tambovans,ans,T,Ta,Tam,Tamb,v,ov,bov,mbov,consanent,consanent,6,a,vowel,m,consanent,b,consanent,o,vowel,b,consanent,m,consanent
3877,Tamchakett,Tamchakettois,ois,T,Ta,Tam,Tamc,t,tt,ett,kett,consanent,consanent,10,a,vowel,m,consanent,c,consanent,t,consanent,e,vowel,k,consanent
3878,Tamim,Tamimis,is,T,Ta,Tam,Tami,m,im,mim,amim,consanent,consanent,5,a,vowel,m,consanent,i,vowel,i,vowel,m,consanent,a,vowel
3879,Tampa,Tampans,ns,T,Ta,Tam,Tamp,a,pa,mpa,ampa,consanent,vowel,5,a,vowel,m,consanent,p,consanent,p,consanent,m,consanent,a,vowel
3880,Tampere,Tamperelaiset,laiset,T,Ta,Tam,Tamp,e,re,ere,pere,consanent,vowel,7,a,vowel,m,consanent,p,consanent,r,consanent,e,vowel,p,consanent
3881,Tampines,Tampinesians,ians,T,Ta,Tam,Tamp,s,es,nes,ines,consanent,consanent,8,a,vowel,m,consanent,p,consanent,e,vowel,n,consanent,i,vowel
3882,Tamsalu,Tamsaluans,ans,T,Ta,Tam,Tams,u,lu,alu,salu,consanent,vowel,7,a,vowel,m,consanent,s,consanent,l,consanent,a,vowel,s,consanent
3883,Tamsweg,Tamswegers,ers,T,Ta,Tam,Tams,g,eg,weg,sweg,consanent,consanent,7,a,vowel,m,consanent,s,consanent,e,vowel,w,consanent,s,consanent
3884,Tamworth,Tamworther,er,T,Ta,Tam,Tamw,h,th,rth,orth,consanent,consanent,8,a,vowel,m,consanent,w,consanent,t,consanent,r,consanent,o,vowel
3885,Tanchon,Tanchonites,ites,T,Ta,Tan,Tanc,n,on,hon,chon,consanent,consanent,7,a,vowel,n,consanent,c,consanent,o,vowel,h,consanent,c,consanent
3886,Tandjile,Tandjileens,ens,T,Ta,Tan,Tand,e,le,ile,jile,consanent,vowel,8,a,vowel,n,consanent,d,consanent,l,consanent,i,vowel,j,consanent
3887,Tando Adam,Tando Adami,i,T,Ta,Tan,Tand,m,am,dam,Adam,consanent,consanent,10,a,vowel,n,consanent,d,consanent,a,vowel,d,consanent,A,vowel
3888,Tando Allahyar,Tando Allahyari,i,T,Ta,Tan,Tand,r,ar,yar,hyar,consanent,consanent,14,a,vowel,n,consanent,d,consanent,a,vowel,y,consanent,h,consanent
3889,Tando Muhammad Khan,Tando Muhammad Khani,i,T,Ta,Tan,Tand,n,an,han,Khan,consanent,consanent,19,a,vowel,n,consanent,d,consanent,a,vowel,h,consanent,K,consanent
3890,Tanga,Tangans,ns,T,Ta,Tan,Tang,a,ga,nga,anga,consanent,vowel,5,a,vowel,n,consanent,g,consanent,g,consanent,n,consanent,a,vowel
3891,Tangail,Tangaili,i,T,Ta,Tan,Tang,l,il,ail,gail,consanent,consanent,7,a,vowel,n,consanent,g,consanent,i,vowel,a,vowel,g,consanent
3892,Tangerang,Tangerangers,ers,T,Ta,Tan,Tang,g,ng,ang,rang,consanent,consanent,9,a,vowel,n,consanent,g,consanent,n,consanent,a,vowel,r,consanent
3893,Tanggu,Tangguer,er,T,Ta,Tan,Tang,u,gu,ggu,nggu,consanent,vowel,6,a,vowel,n,consanent,g,consanent,g,consanent,g,consanent,n,consanent
3894,Tangier,Tangieris,is,T,Ta,Tan,Tang,r,er,ier,gier,consanent,consanent,7,a,vowel,n,consanent,g,consanent,e,vowel,i,vowel,g,consanent
3895,Tanglin,Tangliners,ers,T,Ta,Tan,Tang,n,in,lin,glin,consanent,consanent,7,a,vowel,n,consanent,g,consanent,i,vowel,l,consanent,g,consanent
3896,Tangshan,Tangshaner,er,T,Ta,Tan,Tang,n,an,han,shan,consanent,consanent,8,a,vowel,n,consanent,g,consanent,a,vowel,h,consanent,s,consanent
3897,Tanintharyi,Tanintharyians,ans,T,Ta,Tan,Tani,i,yi,ryi,aryi,consanent,vowel,11,a,vowel,n,consanent,i,vowel,y,consanent,r,consanent,a,vowel
3898,Tank,Tanki,i,T,Ta,Tan,Tank,k,nk,ank,Tank,consanent,consanent,4,a,vowel,n,consanent,k,consanent,n,consanent,a,vowel,T,consanent
3899,Taraz,Tarazians,ians,T,Ta,Tar,Tara,z,az,raz,araz,consanent,consanent,5,a,vowel,r,consanent,a,vowel,a,vowel,r,consanent,a,vowel
3900,Targovishte,Targovishteans,ans,T,Ta,Tar,Targ,e,te,hte,shte,consanent,vowel,11,a,vowel,r,consanent,g,consanent,t,consanent,h,consanent,s,consanent
3901,Targoviste,Targovisteni,ni,T,Ta,Tar,Targ,e,te,ste,iste,consanent,vowel,10,a,vowel,r,consanent,g,consanent,t,consanent,s,consanent,i,vowel
3902,Tarhuna,Tarhunans,ns,T,Ta,Tar,Tarh,a,na,una,huna,consanent,vowel,7,a,vowel,r,consanent,h,consanent,n,consanent,u,vowel,h,consanent
3903,Tarkwa,Tarkwans,ns,T,Ta,Tar,Tark,a,wa,kwa,rkwa,consanent,vowel,6,a,vowel,r,consanent,k,consanent,w,consanent,k,consanent,r,consanent
3904,Tarlac,Tarlacenos,enos,T,Ta,Tar,Tarl,c,ac,lac,rlac,consanent,consanent,6,a,vowel,r,consanent,l,consanent,a,vowel,l,consanent,r,consanent
3905,Tarnow,Tarnowians,ians,T,Ta,Tar,Tarn,w,ow,now,rnow,consanent,consanent,6,a,vowel,r,consanent,n,consanent,o,vowel,n,consanent,r,consanent
3906,Taroudant,Taroudantois,ois,T,Ta,Tar,Taro,t,nt,ant,dant,consanent,consanent,9,a,vowel,r,consanent,o,vowel,n,consanent,a,vowel,d,consanent
3907,Tartu,Tartuans,ans,T,Ta,Tar,Tart,u,tu,rtu,artu,consanent,vowel,5,a,vowel,r,consanent,t,consanent,t,consanent,r,consanent,a,vowel
3908,Tartus,Tartusis,is,T,Ta,Tar,Tart,s,us,tus,rtus,consanent,consanent,6,a,vowel,r,consanent,t,consanent,u,vowel,t,consanent,r,consanent
3909,Tarxien,Tarxienin,in,T,Ta,Tar,Tarx,n,en,ien,xien,consanent,consanent,7,a,vowel,r,consanent,x,consanent,e,vowel,i,vowel,x,consanent
3910,Tashkent,Tashkenti,i,T,Ta,Tas,Tash,t,nt,ent,kent,consanent,consanent,8,a,vowel,s,consanent,h,consanent,n,consanent,e,vowel,k,consanent
3911,Tash-Kumyr,Tash-Kumyrans,ans,T,Ta,Tas,Tash,r,yr,myr,umyr,consanent,consanent,10,a,vowel,s,consanent,h,consanent,y,consanent,m,consanent,u,vowel
3912,Tasmania,Tasmanians,ns,T,Ta,Tas,Tasm,a,ia,nia,ania,consanent,vowel,8,a,vowel,s,consanent,m,consanent,i,vowel,n,consanent,a,vowel
3913,Tata,Tatai,i,T,Ta,Tat,Tata,a,ta,ata,Tata,consanent,vowel,4,a,vowel,t,consanent,a,vowel,t,consanent,a,vowel,T,consanent
3914,Tatabanya,Tatabanyai,i,T,Ta,Tat,Tata,a,ya,nya,anya,consanent,vowel,9,a,vowel,t,consanent,a,vowel,y,consanent,n,consanent,a,vowel
3915,Taunggyi,Taunggyians,ans,T,Ta,Tau,Taun,i,yi,gyi,ggyi,consanent,vowel,8,a,vowel,u,vowel,n,consanent,y,consanent,g,consanent,g,consanent
3916,Taunsa Sharif,Taunsa Sharifian,ian,T,Ta,Tau,Taun,f,if,rif,arif,consanent,consanent,13,a,vowel,u,vowel,n,consanent,i,vowel,r,consanent,a,vowel
3917,Tavildara,Tavildarai,i,T,Ta,Tav,Tavi,a,ra,ara,dara,consanent,vowel,9,a,vowel,v,consanent,i,vowel,r,consanent,a,vowel,d,consanent
3918,Tavush,Tavushi,i,T,Ta,Tav,Tavu,h,sh,ush,vush,consanent,consanent,6,a,vowel,v,consanent,u,vowel,s,consanent,u,vowel,v,consanent
3919,Taxila,Taxilai,i,T,Ta,Tax,Taxi,a,la,ila,xila,consanent,vowel,6,a,vowel,x,consanent,i,vowel,l,consanent,i,vowel,x,consanent
3920,Tayabas,Tayabasenos,enos,T,Ta,Tay,Taya,s,as,bas,abas,consanent,consanent,7,a,vowel,y,consanent,a,vowel,a,vowel,b,consanent,a,vowel
3921,Tbilisi,Tbilisians,ans,T,Tb,Tbi,Tbil,i,si,isi,lisi,consanent,vowel,7,b,consanent,i,vowel,l,consanent,s,consanent,i,vowel,l,consanent
3922,Tchamba,Tchambais,is,T,Tc,Tch,Tcha,a,ba,mba,amba,consanent,vowel,7,c,consanent,h,consanent,a,vowel,b,consanent,m,consanent,a,vowel
3923,Tchaourou,Tchaourouans,ans,T,Tc,Tch,Tcha,u,ou,rou,urou,consanent,vowel,9,c,consanent,h,consanent,a,vowel,o,vowel,r,consanent,u,vowel
3924,Tchibanga,Tchibangais,is,T,Tc,Tch,Tchi,a,ga,nga,anga,consanent,vowel,9,c,consanent,h,consanent,i,vowel,g,consanent,n,consanent,a,vowel
3925,Tchitchao,Tchitchaois,is,T,Tc,Tch,Tchi,o,ao,hao,chao,consanent,vowel,9,c,consanent,h,consanent,i,vowel,a,vowel,h,consanent,c,consanent
3926,Tebessa,Tebessans,ns,T,Te,Teb,Tebe,a,sa,ssa,essa,consanent,vowel,7,e,vowel,b,consanent,e,vowel,s,consanent,s,consanent,e,vowel
3927,Techiman,Techimanians,ians,T,Te,Tec,Tech,n,an,man,iman,consanent,consanent,8,e,vowel,c,consanent,h,consanent,a,vowel,m,consanent,i,vowel
3928,Tecuci,Tecucieni,eni,T,Te,Tec,Tecu,i,ci,uci,cuci,consanent,vowel,6,e,vowel,c,consanent,u,vowel,c,consanent,u,vowel,c,consanent
3929,Tegucigalpa,Tegucigalpans,ns,T,Te,Teg,Tegu,a,pa,lpa,alpa,consanent,vowel,11,e,vowel,g,consanent,u,vowel,p,consanent,l,consanent,a,vowel
3930,Tehran,Tehrani,i,T,Te,Teh,Tehr,n,an,ran,hran,consanent,consanent,6,e,vowel,h,consanent,r,consanent,a,vowel,r,consanent,h,consanent
3931,Tekirdag,Tekirdagli,li,T,Te,Tek,Teki,g,ag,dag,rdag,consanent,consanent,8,e,vowel,k,consanent,i,vowel,a,vowel,d,consanent,r,consanent
3932,Tel Aviv,Tel Avivians,ians,T,Te,Tel,Tel ,v,iv,viv,Aviv,consanent,consanent,8,e,vowel,l,consanent, ,consanent,i,vowel,v,consanent,A,vowel
3933,Tela,Telanos,nos,T,Te,Tel,Tela,a,la,ela,Tela,consanent,vowel,4,e,vowel,l,consanent,a,vowel,l,consanent,e,vowel,T,consanent
3934,Telde,Teldenses,nses,T,Te,Tel,Teld,e,de,lde,elde,consanent,vowel,5,e,vowel,l,consanent,d,consanent,d,consanent,l,consanent,e,vowel
3935,Telemark,Telemarkinger,inger,T,Te,Tel,Tele,k,rk,ark,mark,consanent,consanent,8,e,vowel,l,consanent,e,vowel,r,consanent,a,vowel,m,consanent
3936,Teleorman,Teleormaneni,eni,T,Te,Tel,Tele,n,an,man,rman,consanent,consanent,9,e,vowel,l,consanent,e,vowel,a,vowel,m,consanent,r,consanent
3937,Telford,Telfordian,ian,T,Te,Tel,Telf,d,rd,ord,ford,consanent,consanent,7,e,vowel,l,consanent,f,consanent,r,consanent,o,vowel,f,consanent
3938,Telfs,Telfsers,ers,T,Te,Tel,Telf,s,fs,lfs,elfs,consanent,consanent,5,e,vowel,l,consanent,f,consanent,f,consanent,l,consanent,e,vowel
3939,Telimele,Telimeleans,ans,T,Te,Tel,Teli,e,le,ele,mele,consanent,vowel,8,e,vowel,l,consanent,i,vowel,l,consanent,e,vowel,m,consanent
3940,Temirtau,Temirtauans,ans,T,Te,Tem,Temi,u,au,tau,rtau,consanent,vowel,8,e,vowel,m,consanent,i,vowel,a,vowel,t,consanent,r,consanent
3941,Tempe,Tempeans,ans,T,Te,Tem,Temp,e,pe,mpe,empe,consanent,vowel,5,e,vowel,m,consanent,p,consanent,p,consanent,m,consanent,e,vowel
3942,Tenkodogo,Tenkodogois,is,T,Te,Ten,Tenk,o,go,ogo,dogo,consanent,vowel,9,e,vowel,n,consanent,k,consanent,g,consanent,o,vowel,d,consanent
3943,Terengganu,Terengganuese,ese,T,Te,Ter,Tere,u,nu,anu,ganu,consanent,vowel,10,e,vowel,r,consanent,e,vowel,n,consanent,a,vowel,g,consanent
3944,Termez,Termezians,ians,T,Te,Ter,Term,z,ez,mez,rmez,consanent,consanent,6,e,vowel,r,consanent,m,consanent,e,vowel,m,consanent,r,consanent
3945,Ternate,Ternateans,ans,T,Te,Ter,Tern,e,te,ate,nate,consanent,vowel,7,e,vowel,r,consanent,n,consanent,t,consanent,a,vowel,n,consanent
3946,Ternitz,Ternitzers,ers,T,Te,Ter,Tern,z,tz,itz,nitz,consanent,consanent,7,e,vowel,r,consanent,n,consanent,t,consanent,i,vowel,n,consanent
3947,Ternopil,Ternopilians,ians,T,Te,Ter,Tern,l,il,pil,opil,consanent,consanent,8,e,vowel,r,consanent,n,consanent,i,vowel,p,consanent,o,vowel
3948,Tesanj,Tesanjci,ci,T,Te,Tes,Tesa,j,nj,anj,sanj,consanent,consanent,6,e,vowel,s,consanent,a,vowel,n,consanent,a,vowel,s,consanent
3949,Teseney,Teseneyans,ans,T,Te,Tes,Tese,y,ey,ney,eney,consanent,consanent,7,e,vowel,s,consanent,e,vowel,e,vowel,n,consanent,e,vowel
3950,Teslic,Teslicani,ani,T,Te,Tes,Tesl,c,ic,lic,slic,consanent,consanent,6,e,vowel,s,consanent,l,consanent,i,vowel,l,consanent,s,consanent
